EmpNo,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Dept,salary
A13392,0.92,0.93,4,225,2,0,0,1,RandD,medium
A13393,0.37,0.41,2,113,3,0,0,1,RandD,medium
A13394,0.48,0.77,5,250,2,0,0,1,RandD,medium
A13395,0.82,0.91,5,271,2,0,0,1,RandD,medium
A13396,0.84,0.75,4,135,3,0,0,1,RandD,medium
A13397,0.57,0.46,2,100,6,1,0,1,marketing,medium
A13398,0.8,0.75,4,224,3,0,0,1,sales,medium
A13399,0.49,0.91,4,134,4,0,0,0,accounting,low
A13400,0.79,0.82,5,158,2,0,0,0,support,low
A13401,0.48,0.67,3,183,2,0,0,0,technical,low
A13402,0.28,0.89,4,97,6,0,0,0,management,low
A13403,0.47,0.56,4,226,3,0,0,0,marketing,low
A13404,0.91,0.6,4,235,4,1,0,0,marketing,low
A13405,0.75,0.6,4,186,10,1,0,0,marketing,low
A13406,0.61,0.89,3,242,10,0,0,0,sales,high
A13407,0.47,0.79,3,284,10,0,0,0,sales,low
A13408,0.22,0.7,2,274,10,0,0,0,sales,high
A13409,0.5,0.48,4,130,10,0,0,0,sales,high
A13410,0.56,0.87,3,146,10,0,0,0,sales,low
A13411,0.84,0.85,4,207,10,0,0,0,sales,low
A13412,0.69,0.72,4,210,2,1,0,0,sales,high
A13413,0.53,0.64,3,143,2,0,0,0,sales,low
A13414,0.17,0.57,4,116,3,0,0,0,sales,medium
A13415,0.48,0.71,2,162,3,1,0,0,sales,high
A13416,0.94,0.51,3,242,3,0,0,0,sales,medium
A13417,0.77,0.89,4,153,7,0,0,0,sales,medium
A13418,1,0.72,5,194,7,1,0,0,sales,medium
A13419,0.49,0.65,4,233,7,0,0,0,sales,medium
A13420,0.93,0.73,4,283,7,0,0,0,sales,high
A13421,0.38,0.43,3,188,7,0,0,0,sales,medium
A13422,0.6,0.54,4,182,6,0,0,0,sales,medium
A13423,0.5,0.82,2,286,6,0,0,0,sales,medium
A13424,0.97,0.55,5,212,6,0,0,0,sales,high
A13425,0.93,0.95,5,176,6,0,0,1,accounting,medium
A13426,0.5,1,5,264,8,0,0,1,accounting,high
A13427,0.52,0.84,3,261,8,0,0,1,accounting,low
A13428,0.5,0.71,4,163,8,0,0,1,hr,medium
A13429,0.55,0.4,3,139,8,0,0,1,hr,medium
A13430,0.95,0.84,3,261,8,1,0,1,hr,medium
A13431,0.48,0.42,2,275,6,1,0,1,hr,medium
A13432,0.51,0.39,5,132,6,1,0,1,technical,low
A13433,0.96,0.48,3,202,6,0,0,0,technical,low
A13434,0.97,0.84,4,177,6,0,0,0,technical,low
A13435,0.97,0.66,5,234,6,0,0,0,technical,low
A13436,0.71,0.54,4,188,6,0,0,0,technical,low
A13437,0.82,0.49,5,203,6,0,0,0,technical,low
A13438,0.57,1,4,227,10,0,0,0,technical,low
A13439,0.48,0.93,3,150,10,0,0,0,technical,low
A13440,0.71,0.64,3,267,3,0,0,0,technical,low
A13441,0.63,0.61,5,186,10,0,0,0,technical,low
A13442,0.99,0.84,4,142,10,0,0,0,technical,high
A13443,0.79,0.83,3,126,10,1,0,0,support,low
A13444,0.65,0.85,4,201,10,0,0,0,support,low
A13445,0.7,0.85,4,142,2,0,0,0,support,low
A13446,0.99,0.94,4,167,4,0,0,0,support,low
A13447,0.65,0.62,4,258,2,0,0,0,support,high
A13448,0.92,0.85,3,207,2,0,0,0,support,low
A13449,0.24,0.5,4,282,4,1,0,0,support,low
A13450,0.39,0.89,3,188,5,0,0,0,support,low
A13451,0.82,0.85,3,214,2,0,0,0,support,high
A13452,0.78,0.89,4,272,2,0,0,0,support,low
A13453,0.62,0.79,3,259,3,0,0,0,support,medium
A13454,0.6,0.61,5,191,2,1,0,0,technical,high
A13455,0.49,0.57,3,192,3,0,0,0,technical,medium
A13456,0.82,0.82,3,164,3,0,0,0,technical,high
A13457,0.48,0.81,4,149,2,0,0,0,management,medium
A13458,0.69,0.56,4,149,3,0,0,0,IT,medium
A13459,0.4,0.89,2,165,3,0,0,0,IT,medium
A13460,0.72,0.8,3,222,3,0,0,0,IT,medium
A13461,0.75,0.84,5,222,3,1,0,0,IT,medium
A13462,0.5,0.77,3,265,3,0,0,0,IT,medium
A13463,0.78,0.5,5,247,4,0,0,0,product_mng,medium
A13464,0.76,0.45,4,147,2,0,0,0,product_mng,medium
A13465,0.94,0.52,3,273,3,0,0,0,product_mng,high
A13466,0.24,0.94,6,144,4,0,0,0,product_mng,low
A13467,0.99,0.66,3,181,2,0,0,0,IT,medium
A13468,0.67,0.64,3,198,2,1,0,0,management,medium
A13469,0.76,0.57,5,255,4,0,0,0,management,medium
A13470,0.76,0.77,4,169,10,0,0,0,management,medium
A13471,0.55,0.64,4,201,10,1,0,0,management,medium
A13472,0.74,0.6,4,274,10,1,0,0,management,medium
A13473,0.81,0.85,4,134,10,1,0,0,management,medium
A13474,0.98,0.67,3,190,10,0,0,0,IT,medium
A13475,0.98,0.98,4,170,10,0,0,0,IT,medium
A13476,0.58,0.91,3,154,10,0,0,0,product_mng,high
A13477,0.18,0.75,3,142,2,0,0,0,product_mng,low
A13478,0.57,0.67,5,235,2,0,0,0,product_mng,low
A13479,0.7,0.62,3,110,3,0,0,0,product_mng,low
A13480,0.49,0.77,3,211,3,0,0,0,IT,high
A13481,0.7,0.56,4,214,3,0,0,1,management,medium
A13482,0.16,0.93,5,210,7,0,0,1,management,medium
A13483,0.58,0.59,3,207,7,0,0,1,management,medium
A13484,0.66,0.57,4,161,7,0,0,1,management,medium
A13485,0.51,0.55,2,102,7,0,0,1,management,medium
A13486,0.48,0.84,4,186,7,0,0,1,management,medium
A13487,0.56,0.71,3,211,6,0,0,1,marketing,low
A13488,0.81,0.62,3,240,6,0,0,1,sales,low
A13489,0.57,0.7,4,237,6,0,0,0,accounting,low
A13490,0.66,0.53,3,164,6,0,0,0,support,low
A13491,0.22,0.91,6,222,8,0,0,0,technical,low
A13492,0.96,0.71,3,205,8,1,0,0,management,medium
A13493,0.87,0.88,4,140,8,0,0,0,marketing,medium
A13494,0.61,0.42,2,103,8,0,0,0,marketing,medium
A13495,0.66,0.85,3,178,8,1,0,0,marketing,medium
A13496,0.9,0.51,4,137,6,0,0,0,sales,medium
A13497,0.64,0.67,3,143,6,0,0,0,sales,medium
A13498,0.76,0.82,4,170,6,0,0,0,sales,medium
A13499,0.97,0.41,5,135,6,0,0,0,sales,medium
A13500,0.69,0.76,3,174,6,0,0,0,sales,medium
A13501,0.98,0.55,3,166,6,1,0,0,sales,medium
A13502,0.18,0.61,5,174,6,0,0,0,sales,medium
A13503,0.62,0.91,3,251,10,0,0,0,sales,medium
A13504,0.29,0.37,6,187,10,1,0,0,sales,high
A13505,0.87,0.48,5,170,3,0,0,0,sales,low
A13506,0.91,0.64,3,241,10,0,0,0,sales,medium
A13507,0.53,0.79,3,221,10,1,0,0,sales,medium
A13508,0.69,0.73,4,257,10,1,0,0,sales,medium
A13509,0.14,0.58,4,275,10,0,0,0,sales,medium
A13510,0.7,0.77,4,245,2,0,0,0,sales,low
A13511,0.77,0.75,6,246,6,0,0,0,sales,low
A13512,0.77,0.76,6,263,6,0,0,0,sales,low
A13513,0.76,0.99,3,133,4,0,0,0,sales,low
A13514,0.66,0.49,4,157,3,0,0,0,sales,low
A13515,0.5,0.95,3,198,4,0,0,0,accounting,low
A13516,0.57,0.9,5,145,3,0,0,0,accounting,low
A13517,0.97,0.62,6,118,2,0,0,0,accounting,low
A13518,0.26,0.99,5,184,5,0,0,0,hr,low
A13519,0.72,0.62,3,243,2,1,0,0,hr,low
A13520,0.83,0.93,3,247,2,0,0,0,hr,low
A13521,0.55,0.4,3,158,3,0,0,0,hr,low
A13522,0.77,0.74,5,243,2,0,0,0,technical,low
A13523,0.24,0.63,4,203,5,0,0,0,technical,low
A13524,0.8,0.96,3,161,3,0,0,0,technical,low
A13525,0.5,0.59,4,214,3,1,0,0,technical,low
A13526,0.66,0.59,4,179,3,0,0,0,technical,low
A13527,0.66,0.77,4,188,2,0,0,0,technical,low
A13528,0.66,0.81,3,174,3,0,0,0,technical,low
A13529,0.96,0.83,3,177,4,0,0,0,technical,low
A13530,0.75,0.94,5,194,4,0,0,0,technical,low
A13531,0.78,0.77,3,244,2,0,0,0,technical,medium
A13532,0.57,0.82,4,269,2,0,0,0,technical,medium
A13533,0.78,0.68,2,159,3,1,0,0,support,medium
A13534,0.57,0.88,4,140,2,0,0,0,support,medium
A13535,0.84,0.56,5,224,2,0,0,0,support,medium
A13536,0.23,0.94,5,242,4,0,0,0,support,medium
A13537,0.53,0.37,3,180,3,0,0,0,support,medium
A13538,0.82,0.71,3,150,3,0,0,0,support,medium
A13539,0.59,0.64,5,269,3,0,0,0,support,medium
A13540,0.5,0.52,2,178,2,0,0,0,support,medium
A13541,1,0.74,2,187,3,0,0,0,support,medium
A13542,0.94,0.61,3,140,2,0,0,0,support,medium
A13543,0.86,0.61,4,193,2,0,0,0,support,high
A13544,0.73,0.49,4,243,2,0,0,0,technical,low
A13545,0.49,0.94,3,144,3,1,0,0,technical,medium
A13546,0.79,0.73,2,147,2,0,0,0,technical,medium
A13547,0.83,0.5,6,165,3,0,0,0,management,medium
A13548,0.85,0.67,3,176,2,0,0,0,IT,medium
A13549,0.65,0.37,3,170,6,0,0,0,IT,low
A13550,0.94,0.65,4,213,2,1,0,0,IT,low
A13551,0.76,0.81,4,242,2,0,0,0,IT,low
A13552,0.77,0.54,4,139,3,1,0,0,IT,low
A13553,0.77,0.91,4,239,3,1,0,0,product_mng,low
A13554,0.59,0.64,5,123,2,0,0,0,product_mng,low
A13555,0.69,0.9,3,185,4,0,0,0,product_mng,low
A13556,0.51,0.85,4,186,2,0,0,0,product_mng,low
A13557,0.8,0.67,3,178,3,0,0,0,IT,low
A13558,0.98,0.7,3,153,10,0,0,0,management,high
A13559,0.69,0.72,4,185,10,1,0,0,management,high
A13560,0.14,0.76,4,142,10,0,0,0,management,high
A13561,0.95,0.9,4,221,10,1,0,0,management,high
A13562,0.53,0.61,3,148,10,0,0,0,management,high
A13563,0.64,0.52,5,258,10,1,0,0,management,high
A13564,0.51,0.73,4,229,3,0,0,0,sales,low
A13565,0.36,0.73,2,111,2,0,0,0,sales,low
A13566,0.62,0.97,2,271,3,0,0,0,sales,low
A13567,0.98,0.58,4,133,3,0,0,0,sales,low
A13568,0.53,0.7,4,223,3,0,0,0,sales,low
A13569,0.8,0.95,4,272,2,0,0,0,sales,low
A13570,0.73,0.77,3,233,3,0,0,0,sales,medium
A13571,0.82,0.8,3,162,3,0,0,0,sales,medium
A13572,0.62,0.75,5,165,4,0,0,0,sales,medium
A13573,0.87,0.48,5,242,3,0,0,0,sales,medium
A13574,0.43,0.65,4,124,2,0,0,0,sales,medium
A13575,0.57,0.6,2,163,3,0,0,0,sales,medium
A13576,0.91,0.77,3,144,3,0,0,0,sales,medium
A13577,0.75,0.59,5,149,4,0,0,0,sales,medium
A13578,0.76,0.8,5,217,2,0,0,0,sales,medium
A13579,0.85,0.49,4,139,2,0,0,0,sales,medium
A13580,0.56,0.67,3,270,2,0,0,0,sales,medium
A13581,0.86,0.84,3,177,3,0,0,0,sales,medium
A13582,0.21,0.43,5,175,2,1,0,0,sales,high
A13583,0.94,0.59,3,151,2,0,0,0,sales,low
A13584,0.98,0.74,3,185,3,0,0,0,sales,medium
A13585,0.42,0.45,3,227,3,0,0,0,sales,medium
A13586,0.98,0.89,4,218,2,0,0,0,sales,medium
A13587,1,0.93,5,167,3,0,0,0,sales,medium
A13588,0.95,0.52,3,183,2,1,0,0,sales,low
A13589,0.95,0.5,4,259,3,0,0,0,sales,low
A13590,0.68,0.53,3,138,2,1,0,0,sales,low
A13591,0.64,0.38,5,122,4,0,0,0,sales,low
A13592,0.24,0.62,6,225,6,0,0,0,sales,low
A13593,0.37,0.72,3,121,2,0,0,0,sales,low
A13594,0.67,0.4,4,274,3,0,0,0,sales,low
A13595,0.86,0.89,4,153,4,0,0,0,sales,low
A13596,0.43,0.38,3,119,2,0,0,0,sales,low
A13597,0.67,0.67,4,141,2,1,0,0,sales,low
A13598,0.92,0.6,4,161,3,0,0,0,IT,low
A13599,0.43,0.46,2,186,2,0,0,0,product_mng,low
A13600,0.52,0.8,3,252,4,0,0,0,product_mng,low
A13601,0.16,0.42,3,182,3,1,0,0,product_mng,low
A13602,0.49,0.6,4,264,2,1,0,0,product_mng,low
A13603,0.37,0.63,4,167,3,0,0,0,IT,low
A13604,0.98,0.68,5,171,3,0,0,0,management,high
A13605,0.33,0.97,5,130,4,0,0,0,management,high
A13606,0.14,0.79,5,271,4,0,0,0,management,high
A13607,0.54,0.79,5,249,3,1,0,0,management,high
A13608,0.63,0.48,4,180,4,0,0,0,management,high
A13609,0.55,0.69,4,220,3,1,0,0,management,high
A13610,0.84,0.53,3,210,4,1,0,0,marketing,medium
A13611,0.51,0.97,4,258,2,0,0,0,sales,medium
A13612,0.15,0.75,3,150,4,0,0,1,accounting,medium
A13613,0.97,0.79,5,259,3,0,0,1,support,medium
A13614,0.67,0.69,3,231,3,0,0,1,technical,medium
A13615,0.48,0.67,4,220,3,0,0,1,management,medium
A13616,0.69,0.58,4,149,3,0,0,1,marketing,medium
A13617,0.6,0.62,3,238,4,0,0,1,marketing,medium
A13618,0.82,0.71,2,209,5,0,0,1,marketing,medium
A13619,0.86,0.95,4,149,3,0,0,1,sales,medium
A13620,0.69,0.59,4,264,3,0,0,0,sales,medium
A13621,0.87,0.87,5,207,2,0,0,0,sales,high
A13622,0.17,0.78,3,239,6,0,0,0,sales,low
A13623,0.94,0.51,6,239,5,0,0,0,sales,medium
A13624,0.5,1,4,258,3,0,0,0,sales,medium
A13625,0.16,0.72,3,203,3,0,0,0,sales,medium
A13626,0.89,0.99,2,258,3,0,0,0,sales,medium
A13627,0.69,0.51,3,257,3,1,0,0,IT,low
A13628,0.5,0.51,5,134,3,0,0,0,product_mng,low
A13629,0.16,0.46,6,240,2,0,0,0,product_mng,low
A13630,0.75,0.99,2,237,5,1,0,0,product_mng,low
A13631,0.64,0.66,5,157,2,0,0,0,product_mng,low
A13632,0.78,0.43,4,275,3,0,0,0,IT,low
A13633,0.81,0.74,2,228,3,0,0,0,management,high
A13634,0.55,0.58,3,254,2,0,0,0,management,high
A13635,0.53,0.53,4,257,2,0,0,0,management,high
A13636,0.69,0.73,3,231,2,1,0,0,management,high
A13637,0.8,0.53,3,217,3,0,0,0,management,high
A13638,0.77,0.98,3,286,6,0,0,0,management,high
A13639,0.84,0.8,4,236,3,0,0,0,marketing,low
A13640,0.64,0.55,4,215,2,0,0,0,sales,low
A13641,0.78,0.57,4,157,3,0,0,0,accounting,low
A13642,0.67,0.7,3,149,3,0,0,0,support,low
A13643,0.81,0.77,3,221,2,0,0,0,technical,low
A13644,0.91,0.82,4,238,2,0,0,0,management,low
A13645,0.75,0.89,6,250,2,0,0,0,marketing,medium
A13646,0.78,0.96,3,202,4,1,0,0,marketing,medium
A13647,0.54,0.52,4,173,2,0,0,0,marketing,medium
A13648,0.77,0.71,5,250,3,1,0,0,sales,medium
A13649,0.89,0.63,4,270,3,1,0,0,sales,medium
A13650,0.16,0.98,3,232,5,0,0,0,sales,medium
A13651,0.77,0.99,4,260,3,0,0,0,sales,medium
A13652,0.69,0.48,5,232,4,0,0,0,sales,medium
A13653,0.61,0.81,4,134,3,0,0,0,sales,medium
A13654,0.59,0.81,4,189,3,0,0,0,sales,medium
A13655,0.58,0.8,4,113,3,0,0,0,IT,medium
A13656,0.88,0.67,5,264,3,0,0,0,product_mng,medium
A13657,0.51,0.63,5,260,2,0,0,0,product_mng,high
A13658,0.31,0.7,3,132,3,0,0,0,product_mng,low
A13659,0.52,0.52,4,168,3,0,0,0,product_mng,medium
A13660,0.57,0.46,3,186,3,1,0,0,IT,medium
A13661,0.5,0.77,3,267,2,0,0,0,management,high
A13662,0.74,0.63,3,180,3,0,0,0,management,high
A13663,0.74,0.77,3,211,3,0,0,0,management,high
A13664,0.82,0.51,2,268,2,0,0,0,management,high
A13665,0.74,0.71,3,206,3,0,0,0,management,high
A13666,0.2,0.59,6,113,3,0,0,0,management,high
A13667,0.63,0.48,4,179,3,0,0,0,marketing,low
A13668,0.19,0.8,6,157,6,1,0,0,sales,low
A13669,0.4,0.62,4,127,5,0,0,0,accounting,low
A13670,0.71,0.37,2,179,5,0,0,1,support,low
A13671,0.84,0.73,4,197,3,0,0,1,technical,low
A13672,0.59,0.84,4,251,4,1,0,1,management,low
A13673,0.57,0.85,4,250,3,1,0,1,marketing,low
A13674,0.81,0.61,2,176,5,0,0,1,marketing,low
A13675,0.8,0.7,4,246,3,0,0,1,marketing,low
A13676,0.49,0.66,3,155,3,0,0,1,sales,low
A13677,0.55,0.64,3,178,2,0,0,1,sales,low
A13678,0.68,0.4,3,213,5,1,0,1,sales,low
A13679,0.55,0.67,3,150,2,0,0,1,sales,low
A13680,0.59,0.62,3,166,2,0,0,0,sales,low
A13681,0.91,0.8,5,169,4,0,0,0,sales,low
A13682,0.48,0.9,4,208,3,0,0,0,sales,low
A13683,0.84,0.66,3,209,2,0,0,0,sales,low
A13684,0.73,0.54,4,167,3,0,0,0,IT,medium
A13685,0.28,0.59,6,281,3,0,0,0,product_mng,medium
A13686,0.77,0.65,3,156,4,0,0,0,product_mng,medium
A13687,0.67,0.65,3,265,3,0,0,0,product_mng,medium
A13688,0.5,0.53,3,142,3,1,0,0,product_mng,medium
A13689,0.32,0.47,3,143,4,0,0,0,IT,medium
A13690,0.57,0.78,3,134,3,0,0,0,RandD,medium
A13691,0.51,0.8,5,268,3,0,0,0,RandD,medium
A13692,0.61,0.6,3,255,2,0,0,0,RandD,medium
A13693,0.83,0.73,4,157,2,0,0,0,RandD,medium
A13694,0.87,0.97,5,151,3,0,0,0,RandD,medium
A13695,0.7,0.63,3,157,2,0,0,0,RandD,medium
A13696,0.78,0.65,3,139,3,0,0,0,marketing,high
A13697,0.71,0.53,4,196,2,1,0,0,sales,low
A13698,0.68,0.99,3,159,2,0,0,0,accounting,medium
A13699,0.75,0.53,4,224,4,1,0,0,support,medium
A13700,0.7,0.53,3,215,7,1,0,0,technical,medium
A13701,0.59,0.94,5,157,7,1,0,0,management,medium
A13702,0.64,0.87,4,157,7,0,0,0,marketing,low
A13703,0.61,0.88,5,146,7,1,0,0,marketing,low
A13704,0.77,0.49,2,286,7,0,0,0,marketing,low
A13705,0.51,0.64,3,203,3,0,0,0,sales,low
A13706,0.49,0.49,3,168,7,0,0,0,sales,low
A13707,0.77,0.75,3,170,7,0,0,0,sales,low
A13708,0.31,0.86,3,266,7,0,0,0,sales,low
A13709,0.54,0.76,3,183,3,0,0,0,sales,low
A13710,0.56,0.66,4,264,3,0,0,0,sales,low
A13711,0.65,0.77,4,205,3,0,0,0,sales,low
A13712,0.49,0.36,2,192,3,0,0,0,sales,low
A13713,0.82,0.79,3,176,3,0,0,0,technical,low
A13714,0.6,0.52,3,183,2,0,0,0,support,low
A13715,0.64,0.63,3,156,6,1,0,0,support,low
A13716,0.7,0.68,3,150,3,0,0,0,support,low
A13717,0.65,0.89,4,204,8,1,0,0,support,low
A13718,0.69,0.78,5,131,8,0,0,0,support,low
A13719,0.93,0.74,5,248,8,1,0,0,support,low
A13720,0.55,0.52,4,168,8,0,0,0,support,low
A13721,0.75,0.87,4,146,8,1,0,0,support,low
A13722,0.47,0.43,4,246,3,0,0,0,support,low
A13723,0.72,0.88,5,216,10,1,0,0,support,medium
A13724,0.59,0.92,3,203,10,0,0,0,support,medium
A13725,0.98,0.49,3,199,10,0,0,0,technical,medium
A13726,0.39,0.52,2,102,8,0,0,0,technical,medium
A13727,0.93,0.87,4,139,8,0,0,0,technical,medium
A13728,0.71,0.97,5,208,8,1,0,0,management,medium
A13729,0.49,0.54,4,215,4,0,0,0,IT,medium
A13730,0.63,0.93,4,233,3,0,0,0,IT,medium
A13731,0.45,0.64,3,169,10,0,0,0,IT,medium
A13732,0.77,0.64,3,190,10,1,0,0,IT,medium
A13733,0.77,0.63,4,236,7,0,0,0,IT,medium
A13734,0.5,0.92,4,266,7,0,0,0,product_mng,medium
A13735,0.45,0.42,4,156,7,0,0,0,product_mng,high
A13736,0.81,0.47,4,153,7,0,0,0,product_mng,low
A13737,0.83,0.67,3,175,3,0,0,0,product_mng,medium
A13738,0.47,0.76,6,174,10,0,0,0,IT,medium
A13739,0.25,0.89,4,154,10,0,0,0,management,high
A13740,0.89,0.55,5,251,10,0,0,0,management,high
A13741,0.97,0.57,3,164,10,0,0,0,management,high
A13742,0.6,0.65,2,225,10,0,0,0,management,high
A13743,0.67,0.72,2,134,10,0,0,0,management,high
A13744,0.89,0.77,3,144,3,0,0,0,management,high
A13745,0.6,0.91,5,211,3,0,0,0,sales,low
A13746,0.64,0.79,4,139,3,0,0,0,sales,low
A13747,0.57,0.66,3,268,3,0,0,0,sales,low
A13748,0.56,0.98,5,171,3,1,0,0,sales,low
A13749,0.6,0.9,4,260,2,0,0,0,sales,medium
A13750,0.17,0.66,6,224,3,0,0,0,sales,medium
A13751,0.74,0.49,4,233,3,0,0,0,sales,medium
A13752,0.44,0.41,3,125,7,0,0,0,sales,medium
A13753,0.51,0.89,4,233,7,0,0,0,sales,medium
A13754,0.86,0.57,3,162,7,0,0,0,sales,medium
A13755,0.96,0.48,4,198,7,0,0,0,sales,medium
A13756,0.87,0.82,4,198,7,0,0,0,sales,medium
A13757,0.58,0.79,3,243,3,1,0,0,sales,medium
A13758,0.24,0.56,4,281,7,0,0,0,sales,medium
A13759,0.42,0.8,4,259,7,1,0,0,sales,medium
A13760,0.65,0.94,4,184,7,0,0,0,sales,medium
A13761,0.73,0.92,6,189,3,1,0,0,sales,medium
A13762,0.63,0.6,4,258,3,0,0,0,sales,medium
A13763,0.95,0.48,4,225,3,0,0,0,sales,medium
A13764,0.52,0.83,5,145,3,0,0,0,sales,medium
A13765,0.96,0.55,3,164,3,0,0,0,sales,medium
A13766,0.66,0.51,4,254,2,0,0,0,sales,medium
A13767,0.98,0.44,4,154,6,1,0,0,sales,medium
A13768,0.56,0.79,5,248,3,0,0,0,sales,medium
A13769,0.97,0.54,3,154,8,1,0,0,sales,medium
A13770,0.72,0.92,3,242,8,0,0,0,sales,medium
A13771,0.74,0.78,4,194,8,0,0,0,sales,medium
A13772,0.2,0.6,5,261,8,0,0,0,sales,medium
A13773,0.73,0.56,3,245,8,0,0,0,sales,medium
A13774,0.76,0.79,3,247,3,0,0,0,sales,low
A13775,0.65,0.54,4,147,10,0,0,0,sales,low
A13776,0.66,0.5,3,139,10,1,0,0,sales,low
A13777,0.96,0.97,6,137,10,0,0,0,sales,low
A13778,0.57,0.55,4,177,8,0,0,0,sales,low
A13779,0.61,0.82,4,184,8,0,0,0,IT,low
A13780,0.57,0.69,3,212,8,0,0,0,product_mng,low
A13781,0.59,0.47,3,159,4,0,0,0,product_mng,low
A13782,0.92,0.68,4,178,3,0,0,0,product_mng,low
A13783,0.79,0.56,3,149,10,0,0,0,product_mng,low
A13784,0.95,0.66,4,223,10,0,0,0,IT,low
A13785,0.24,0.81,6,263,7,0,0,0,management,high
A13786,0.49,0.52,4,161,7,0,0,0,management,high
A13787,0.49,0.68,3,192,7,0,0,0,management,high
A13788,0.97,0.51,5,215,7,0,0,0,management,high
A13789,0.55,0.78,4,261,3,0,0,0,management,high
A13790,0.76,0.56,5,222,10,0,0,0,management,high
A13791,0.53,0.99,3,223,10,0,0,0,marketing,low
A13792,0.51,0.86,3,182,10,0,0,0,sales,low
A13793,0.57,0.93,2,204,10,0,0,0,accounting,low
A13794,0.58,0.91,3,195,10,0,0,0,support,low
A13795,0.6,0.98,4,146,10,0,0,0,technical,low
A13796,0.65,0.74,4,233,4,1,0,0,management,low
A13797,0.91,0.75,2,147,3,0,0,0,marketing,low
A13798,0.65,0.55,3,156,5,0,0,0,marketing,low
A13799,0.18,0.49,3,240,2,1,0,0,marketing,low
A13800,0.66,0.9,4,177,7,0,0,0,sales,low
A13801,0.78,0.8,3,135,7,0,0,0,sales,medium
A13802,0.82,0.65,5,178,7,1,0,0,sales,medium
A13803,0.54,0.64,3,190,7,0,0,0,sales,medium
A13804,0.95,0.84,3,240,7,0,0,0,sales,medium
A13805,0.65,0.85,4,172,3,0,0,0,sales,medium
A13806,0.83,0.55,3,271,7,0,0,0,sales,medium
A13807,0.15,0.6,5,188,7,0,0,0,sales,medium
A13808,0.59,0.59,4,197,7,0,0,0,IT,medium
A13809,0.99,0.94,5,151,3,0,0,0,product_mng,medium
A13810,0.76,0.72,3,263,3,0,0,0,product_mng,medium
A13811,0.64,0.67,2,223,3,0,0,0,product_mng,medium
A13812,0.95,0.75,4,151,3,0,0,0,product_mng,medium
A13813,0.53,0.66,3,191,3,0,0,0,IT,high
A13814,0.59,0.5,2,162,2,0,0,0,management,high
A13815,0.69,0.86,5,195,6,0,0,0,management,high
A13816,0.5,0.49,4,222,3,0,0,0,management,high
A13817,0.89,0.96,3,179,8,0,0,0,management,high
A13818,0.56,0.39,3,106,8,0,0,0,management,high
A13819,0.77,0.68,3,214,8,1,0,0,management,high
A13820,0.15,0.75,3,259,8,1,0,0,marketing,high
A13821,0.88,0.58,3,145,8,0,0,0,sales,low
A13822,0.89,0.86,4,153,3,0,0,0,accounting,low
A13823,0.65,0.52,2,117,10,1,0,0,support,low
A13824,0.58,0.99,3,207,10,0,0,0,technical,low
A13825,0.56,0.85,3,265,10,1,0,0,management,low
A13826,0.25,0.72,5,279,8,0,0,0,marketing,low
A13827,0.87,0.89,4,225,8,0,0,0,marketing,low
A13828,0.62,0.4,3,158,8,1,0,0,marketing,low
A13829,0.72,0.75,4,211,4,0,0,0,sales,medium
A13830,0.49,0.94,4,175,3,0,0,0,sales,medium
A13831,0.57,0.91,4,224,10,0,0,0,sales,medium
A13832,0.63,0.65,3,190,10,0,0,0,sales,medium
A13833,0.91,0.63,5,240,7,0,0,0,sales,medium
A13834,0.7,0.68,5,225,7,0,0,0,sales,medium
A13835,0.66,0.95,5,192,7,0,0,0,sales,medium
A13836,0.77,0.48,5,262,7,0,0,0,IT,medium
A13837,0.68,0.97,3,250,3,1,0,0,product_mng,medium
A13838,0.34,0.46,3,155,10,0,0,0,product_mng,medium
A13839,0.97,0.64,4,238,10,1,0,0,product_mng,medium
A13840,0.57,0.75,4,249,10,0,0,0,product_mng,medium
A13841,0.66,0.65,3,272,10,0,0,0,IT,medium
A13842,0.68,0.67,4,162,10,0,0,0,management,high
A13843,0.49,0.78,4,254,10,0,0,0,management,high
A13844,0.72,0.66,4,184,3,0,0,0,management,high
A13845,0.77,0.89,4,269,10,0,0,0,management,high
A13846,0.77,0.73,3,201,10,0,0,0,management,high
A13847,0.59,0.73,4,247,10,0,0,0,management,high
A13848,0.41,0.67,6,221,10,0,0,0,marketing,medium
A13849,0.94,0.64,5,247,10,0,0,0,sales,medium
A13850,0.91,0.61,4,135,10,0,0,0,accounting,medium
A13851,0.7,0.84,3,260,4,1,0,0,support,medium
A13852,0.51,0.52,3,188,3,0,0,0,technical,high
A13853,0.22,0.7,4,159,5,0,0,0,management,low
A13854,0.69,0.65,3,153,2,0,0,0,marketing,medium
A13855,0.2,0.68,5,167,7,0,0,0,marketing,medium
A13856,0.9,0.85,3,158,7,0,0,0,marketing,medium
A13857,0.76,0.85,3,180,7,0,0,0,sales,medium
A13858,0.88,0.51,3,211,7,0,0,0,sales,medium
A13859,0.31,0.63,4,104,7,1,0,0,sales,medium
A13860,0.17,0.66,6,174,3,0,0,0,sales,medium
A13861,0.91,0.77,3,195,7,0,0,0,sales,medium
A13862,0.97,0.38,5,211,7,1,0,0,sales,medium
A13863,0.61,0.77,5,232,7,0,0,0,sales,medium
